7467:616,61,32,1023,245,542,8,402,1126,103
7488:302,322,58,564,616,15,542,364,32,402
7489:7612,24032,50463,85656,98736,32960,49652,68947,58835,39860
7517:3378,11408,22713,186,10178,13192,40483,36743,32261,40356
7518:84,518,654,58,289,131,15,302,650,245
7519:1023,8,542,15,518,245,616,103,508,564
7527:20300,39395,245,33882,1524,774,353,17,8,63084
7542:17,62,654,302,94,32,70,1276,58,364
7555:1790,378,28417,2600,17692,81074,103272,4453,5784,10079
7556:22059,31342,8419,17498,9656,76,25466,3481,2878,9043
7558:168,984,302,226,9417,15,17,719,358,162
7563:84,58,354,94,650,224,736,1832,616,70
7572:168,984,574,719,661,135,5557,9417,2103,9874
7586:168,5480,984,661,8860,719,1081,3601,760,1326
7590:654,542,564,84,363,15,302,289,787,616
7603:542,58,616,302,654,1196,32,364,15,1140
7605:542,616,302,654,364,285,409,245,8,58
7607:8,542,650,15,61,518,245,103,402,32
7608:654,302,354,138,616,58,866,8,70,899
7612:616,302,17,654,58,285,162,15,29,101
7617:46650,1119,755,37236,2641,17,654
7637:58,616,654,542,84,302,245,94,518,508
7657:17,508,32,81,650,302,496,58,97,8
7661:518,17,654,616,542,58,84,101,8,564
7678:1352,3107,4825,3172,2880,12990,1712,5624,8848,6434
7682:47276,7836,17,289,1462,1012,3216,15556,3432,8
7692:2266,1405,224,1578,616,101,3657,1245,7407,32
7699:226,17,1888,140,17713,205,924,1919,1332,3756
7707:616,542,301,564,15,84,736,1102,70,787
7708:1471,650,947,409,616,508,8,11,17,302
7713:29,58,654,84,650,8,301,616,32,564
7734:17,61,2739,654,302,2200,518,1239,70,58
7741:302,17,518,1196,15,542,861,32,564,285
7742:4174,654,902,542,302,61,32,322,29,736
7743:1535,654,32,363,542,508,17,364,1023,94
7751:84,654,518,58,61,616,354,787,8,65
7760:17,542,616,1804,238,302,861,518,564,554
7766:5738,76,226,719,2103,1230,2155,168,984,10902
7787:17,518,131,654,616,15,8,245,542,65
7813:616,17,654,76,554,6,363,861,356,29
7818:17,58,616,302,654,8,542,61,518,787
7823:564,2275,76,508,40,3107,2579,1023,17,1007
7825:70,1023,508,17,731,1451,5767,521,891,2200
7833:17,1382,94,302,873,70,226,656,363,354
7841:61,32,8,542,58,787,302,518,238,654
7844:616,302,58,654,84,1102,554,289,101,363
7850:7006,17,8,508,1023,131,15,579,1471,94
7863:58,17,518,616,289,787,302,508,554,15
7869:9462,4040,1337,8772,7926,4671,22646,3034,12294,311
7888:58,17,1196,542,861,654,1511,364,518,15
7889:81,226,2139,698,70,40,508,363,546,564
7894:8,17,650,787,542,245,15,616,61,518
7903:2048,66041,4378,40459,19863,95046,65482,118948,4425,5641
7915:17,616,542,61,58,15,564,787,302,1196
7921:81,10503,27291,140,1352,731,8117,17,25114,899
7945:168,5557,5480,2153,1400,463,8733,574,4103,698
7946:17,518,616,245,8,15,999,61,103,84
7949:787,17,103,508,518,8,15,542,61,245
7951:616,58,8,15,508,542,322,84,32,1196
7958:
7962:32,61,564,8,402,1511,1403,245,1196,650
7964:17,32,654,1109,899,302,15,245,4542,891
7967:565,2510,453,508,736,197,5292,3737,3741,15204
7969:17,302,76,8,29,654,361,616,84,58
7975:302,654,76,58,866,301,518,616,61,29
7976:17,518,542,650,238,58,1140,8,429,892
7977:866,302,654,84,354,29,58,138,76,301
7981:3378,10611,1412,15498,22713,32261,77977,6790,7241,696
7990:17,616,8,364,58,61,101,554,289,245
8002:441,3506,2028,4513,16036,245,5122,3618,1744,1340
8008:
8009:17,58,518,302,861,564,554,15,542,61
8023:518,15,1405,17,245,1987,353,103,8,787
8032:17,1382,32,70,8,58,84,873,302,616
8036:984,168,719,5480,1400,135,1326,10267,463,9874
8054:65,17,58,616,546,508,363,564,8,302
8065:58,861,61,554,542,32,1140,787,650,363
8068:10048,538,8102,21640,11358,18452,3746,28945,5962,24655
8069:3506,970,3207,947,245,4487,353,3434,899,1951
8081:302,58,76,61,354,616,361,32,245,1405
8090:58,616,84,8,15,650,354,554,1535,76
8097:508,402,226,1936,1382,1435,2302,542,616,1126
8103:3509,787,4568,1352,3107,4453,1987,238,1966,1539
8104:
8130:8,518,17,65,327,119,564,245,301,1102
8134:32721,13060,59051,202,3976,38349,3902,1682,122154,2995
8137:58,787,542,61,15,32,1511,508,861,564
8141:17,76,564,8,1023,1405,508,518,302,616
8144:463,1326,168,8733,2139,986,698,1790,17,500
8150:17,8,302,15,518,84,554,61,787,650
8159:17,616,327,15,302,1405,8,1451,650,238
8161:77681,8357,54240
8163:654,17,302,58,76,616,354,8,254,245
8184:17,81,616,554,654,2139,780,302,138,58
8186:518,58,654,101,902,94,616,15,301,354
8200:654,302,76,58,616,84,301,736,29,1140
8206:787,61,616,17,103,15,402,8,29,58
8217:17,654,15,58,787,542,6,518,32,402
8224:616,542,302,15,17,58,654,564,61,861
8225:774,4487,947,899,10046,48,9490,2824,245,33639
8227:1267,518,4798,2955,787,245,4268,1412,103,564
8229:616,58,542,17,32,302,518,6,564,76
8245:27291,140,10503,17,81,1352,1359,46745,8117,14689
8263:
8264:542,17,363,1987,1139,32,545,1023,5767,14147
8270:17,302,616,84,58,518,654,8,1102,508
8276:58,94,17,542,15,32,650,1403,1196,616
8285:17,1332,45,554,542,364,568,616,8,84
8286:17,94,518,262,8,564,542,2302,302,3233
8287:5767,262,3137,3423,731,140,1460,6097,780,8588
8290:17,84,302,29,1102,58,616,654,354,182
8310:306,6311,603,19100,5975,4341,6224,44227,7926,36658
8314:1121,24611,58480,224,63166,25441,361,8226,59189,82058
8325:302,654,58,17,29,650,616,394,1196,15
8326:84,302,518,301,58,616,76,654,8,363
8334:616,58,17,654,302,8,289,15,101,564
8336:
8343:616,62,58,8,508,654,518,650,302,542
8347:861,616,61,15,101,542,8,94,650,495
8352:17,58,542,564,654,32,302,518,616,15
8368:616,17,654,302,542,15,518,101,902,554
8380:168,984,9417,719,1326,5557,1147,574,5738,661
8396:17,302,58,616,15,61,32,542,94,861
8401:654,302,616,58,84,354,1102,138,518,273
8406:17,616,58,15,542,518,8,101,654,508
8411:654,736,302,84,616,1102,58,301,101,162
8413:17,650,616,15,302,58,861,84,61,483
8435:
8449:2880,6434,1712,5624,8848,3172,12990,4825,6713,7457
8450:13266,1711,18803,37804,1686,91192,101220,78763,45031,42942
8476:302,58,654,17,29,616,356,1140,289,902
8477:17,65,1405,226,508,654,616,719,363,8
8491:1888,5604,140,81,12790,2967,48106,7956,687,3374
8499:17,8,564,508,32,518,402,554,61,84
8500:4455,81,60193,1749,226,780,8418,50294,29047,3423
8510:17,813,65,61,245,1471,947,1023,1822,1405
8513:17,363,15,616,65,542,61,245,787,564
8517:57092,29782,25041,4015,88296,1357,26492,8754,42249,48123
8530:302,58,17,654,15,542,650,1196,76,1140
8531:58,302,8,1196,32,542,564,787,238,364
8534:398,4941,226,11641,5598,7021,8321,29808,11717,14109
8536:17,245,616,654,15,947,65,1023,58,542
8537:17,542,302,101,58,363,861,1102,8,654
8552:
8569:1527,10041,4825,1352,6434,189,1712,12990,508,1206
8578:106,14152,2816,1957,84,616,17,4481,974,518
8581:302,564,542,554,1196,236,861,409,650,364
8582:8,285,15,1535,289,1196,354,650,787,1140
8600:17,302,65,29,226,650,84,873,1360,70
8603:947,17,84,1127,1102,1023,787,51517,2220,1382
8635:17,866,302,654,616,58,76,354,84,29
8636:17,1535,138,302,1023,654,84,101,564,616
8637:
8644:616,17,58,32,542,302,61,902,654,861
8651:654,65,736,131,302,84,2162,224,245,1023
8660:58,17,616,15,32,84,650,101,61,542
8670:81,654,780,731,138,262,58,650,94,17
8681:302,61,32,1196,542,654,238,518,1578,564
8692:1023,70,1535,3423,780,718,508,17,76,731
8711:
8717:3819,3429,6593,394,2369,1884,542,5767,81,12691
8718:984,8860,5480,8733,1326,1400,1081,1230,801,11255
8719:654,58,616,542,8,29,787,564,354,1511
8735:616,654,542,29,17,289,58,356,1140,15
8736:6491,500,6127,17,8,245,262,76,554,32616
8746:302,61,616,542,32,1511,1196,58,787,564
8747:1023,302,58,226,354,616,650,84,29,238
8755:27589,86870,27582
8760:616,302,17,58,654,101,8,518,354,84
8765:
8768:542,262,616,698,1511,238,654,245,15,2139
8771:17,8,58,302,654,542,508,32,61,354
8774:493,616,302,17,58,61,654,787,138,1511
8782:5557,168,1400,5480,719,18240,8733,8860,9874,574
8788:58,8,32,542,1196,564,650,1511,787,94
8789:61,17,245,15,94,8,32,402,656,1987
8790:3471,11563,1344,17567,6503,226,45956,10492,3372,5522
8802:654,616,302,8,650,508,787,61,301,285
8810:873,8,17,378,70,15,61,542,402,1987
8812:140,986,2379,226,1749,1884,780,2204,7211,3423
8822:
8825:58,654,61,302,84,15,616,542,8,62
8844:2121,182,138,873,1348,302,49290,1109,518,13449
8850:4755,10041,2880,1527,3107,5624,6266,8848,6434,378
8852:70,17,564,301,654,508,364,138,76,1462
8862:17,8,245,736,1126,508,787,65,873,1023
8863:302,542,58,61,101,8,554,15,787,654
8868:17,8,654,32,736,15,616,322,61,245
8870:17,58,616,289,8,518,76,736,62,29
8872:17,542,15,616,364,61,518,32,787,58
8877:245,787,15,17,61,402,1511,285,616,564
8889:17,8,84,76,32,238,518,94,508,363
8890:226,76,564,17,698,58,654,2139,224,1462
8900:654,58,29,650,302,616,62,15,402,84
8906:1023,17,616,650,1535,654,564,542,8,302
8912:138,17,302,84,654,1462,1102,29,564,76
8913:2548,5111,840,157,197,5627,8934,10541,10997,15772
8915:17,58,518,654,542,15,508,302,32,101
8916:302,542,654,289,17,616,1535,518,8,1804
8920:81,262,780,17,650,731,5767,508,302,354
8924:17,302,76,61,8,616,508,364,245,15
8931:616,518,542,58,8,302,654,62,15,61
8935:94,518,32,616,508,787,8,1382,15,542
8936:54180,6306,40588,89051,736
8958:616,542,15,245,58,654,6,486,302,1511
8984:78059,81173,1462,25127,60889,14754,29417,162,9725,9345
9000:302,17,616,542,554,94,15,518,363,1102
9001:4797,769,1951,16127,1043,94,6417,2268,584,353
9013:17,654,285,58,616,29,302,289,542,861
9024:17,650,356,302,554,616,364,654,542,861
9079:61,17,542,654,1535,616,902,58,238,302
9085:17,354,84,94,32,364,654,616,138,518
9096:2880,1712,6266,7859,12990,7831,378,20806,6713,24581
9098:76,698,245,2139,226,999,1405,564,70,17
9106:302,518,58,654,29,301,84,289,32,8
9111:58,616,61,62,1196,302,194,289,542,650
9122:302,17,58,861,1196,62,76,554,518,354
9128:58,616,15,654,61,1196,861,542,356,1511
9135:3448,4203,10075,8861,17,302,11621,18017,10682,654
9141:3107,1527,1352,2880,20806,1712,5624,7831,23191,4568
9152:15,542,61,518,616,654,787,402,131,363
9155:17,58,654,363,61,302,15,402,1987,861
9157:3034,311,5975,5641,4671,7926,34070,1382,533,14814
9158:4292,3717,4357,2139,40,710,262,542,8384,119
9159:353,245,1126,518,61,616,15,542,1987,32
9160:189,1527,3107,10041,6434,5624,3172,2880,8848,4825
9161:984,10267,1400,760,1326,8860,661,719,801,1013
9171:654,58,84,29,236,224,116,616,289,8
9173:518,1023,302,84,654,76,245,616,32,542
9200:654,302,17,616,58,76,285,29,8,650
9224:1382,17,616,947,654,76,289,8,542,65
9225:311,11855,14259,2543,1011,203,1468,4625,1077,5512
9233:42657,15373,1930,22776,121739,8,63800,17,378,70307
9236:17,245,61,7006,518,76,402,8,564,1744
9237:1196,32,4904,15,61,542,1403,1511,29,289
9238:616,58,302,654,1511,650,402,61,1196,15
9245:17,302,654,58,29,84,8,616,554,861
9249:8,518,84,17,2076,1405,902,58,616,2193
9256:8,616,245,508,61,518,542,15,654,58
9276:654,285,518,58,17,76,616,29,84,302
9288:15,302,1405,616,76,542,103,518,32,1126
9290:8322,24933,13077,30815,20986,31597,13647,37112,4409,26374
9291:542,32,616,15,1196,61,245,58,402,1511
9310:61,58,17,302,15,616,542,508,1511,8
9312:15,518,58,616,542,302,402,654,32,1511
9313:542,245,8,61,103,616,17,999,518,1126
9331:64240,52132,85508,24308,31585,12565,28740,69121,11246,66541
9333:16431,30259,34582,95159,245,542,3039,7334,4650,4965
9350:616,302,654,15,8,226,736,17,518,84
9357:83385,9760,80021,986,7585,20184
9359:542,302,616,58,654,518,564,61,1804,508
9364:542,15,61,17,616,245,787,564,654,518
9368:5821,26421,32432,70,81,48701,25601,30980,50917,26981
9369:168,719,8733,984,574,1400,8860,1147,3601,1528
9371:654,302,736,76,29,518,94,138,616,947
9381:1913,22856,22507,5214,31633,62347,48061,2848,26519,5363
9389:109119,18077,7560,322,63225,2939,39645,45970,650,6
9394:58,15,8,654,61,245,29,616,289,32
9400:58,302,542,17,15,861,29,1140,1403,1196
9402:
9420:245,542,61,616,58,84,32,564,518,15
9431:311,7622,1119,1468,17,14259,4671,9435,2543,42989
9432:17,302,654,616,58,6,564,518,8,61
9433:327,2495,103886,301,47832,43850,65982,29473,73797,840
9437:76,70,40,10048,564,616,1535,542,17,58
9442:140,780,1749,262,17,13544,6108,4194,8283,1888
9443:654,58,650,76,564,542,518,15,94,8
9451:302,616,58,32,8,84,245,61,542,62
9473:4755,1352,10041,1527,3107,4568,1712,2275,189,1460
9474:
9486:24364,15360,28752,30116,614,4568,94680,38475,50707,22008
9487:17,61,654,616,302,542,15,58,518,32
9489:654,17,84,61,29,58,616,76,650,245
9494:840,4755,2548,508,931,3196,245,5111,542,157
9498:
9499:616,101,17,654,518,289,61,564,554,58
9500:616,542,554,58,17,238,81,101,736,518
9507:17,15,616,1405,564,8,518,245,61,363
9514:1989,45791,85292,23317,36401,63098,9961,19244
9525:17,616,518,245,363,94,8,364,1535,1187
9528:353,17,302,564,616,8,486,508,364,101
9531:35368,262,899,107100,27438,18632,60751,89252,92453,107534
9535:698,76,226,616,3054,70,81,236,3477,1535
9538:542,58,17,302,654,15,518,554,8,564
9541:52271,901,77846,1187,4487,121835,301,521,1126,48
9553:16056,5112,1970,1057,3288,4148,5000,925,288,1732
9568:7622,9435,2543,2215,203,7334,311,12861,8427,11855
9570:17,564,518,736,238,302,616,861,1822,354
9571:76,17,500,508,327,58,25481,81,698,719
9573:4,10048,11358,13555,20855,21442,698,538,14890,66271
9576:
9580:17,616,518,564,61,58,402,302,861,238
9590:17,61,542,58,302,518,245,787,402,363
9593:542,616,8,58,84,650,363,354,302,61
9606:508,40,564,2139,1405,1382,1126,1471,542,2200
9612:302,58,616,518,101,301,564,61,861,8
9613:654,364,616,17,518,650,76,70,15,8
9614:1937,2944,2868,151,5604,236,616,787,2687,1357
9630:984,8860,5480,801,719,7180,1400,661,7711,1081
9665:58,17,101,84,554,736,542,8,29,650
9666:11644,398,17,616,302,5598,2447,13388,3702,29
9668:17,1196,302,8,616,224,654,45,58,564
9680:302,58,654,17,29,616,542,15,32,190
9685:17,62,322,61,554,508,1332,356,45,364
9693:654,616,17,15,542,564,58,32,8,61
9694:76,70,17,616,654,1023,302,301,8,698
9696:301,61,924,616,5517,17,542,2311,931,873
9711:6720,36868,6432,84537,356,223,7010,31969,55516,7048
9722:103,61,15,17,245,518,8,542,94,508
9727:81,616,518,76,354,17,226,289,245,8
9742:76,616,17,650,58,236,302,289,62,1550
9745:58,542,15,17,654,861,554,61,101,84
9752:2139,1267,9412,36681,5827,5961,65,42107,8071,89811
9753:1119,245,891,17,4420,518,1195,654,84,354
9755:654,616,17,650,58,61,8,29,76,190
9757:59623,21879,17,301,302,48361,35534,31926,23599,3484
9786:58,6,76,654,616,29,302,84,354,650
9808:15,61,17,1511,654,616,8,542,245,402
9810:23398,1122,33720,33683,1406,9448,2744,16433,65938,22510
9812:302,84,616,58,8,518,787,285,15,508
9813:245,564,17,8,2955,1987,542,518,103,4268
9818:
9820:4268,245,94,5117,61,2233,2955,774,1126,518
9824:1002,4513,3618,4547,1744,13,508,1256,4194,16036
9827:245,17,518,616,564,302,486,542,76,32
9831:168,984,719,1400,574,8860,5480,1528,1326,5738
9834:616,17,302,58,654,542,787,101,8,354
9837:654,616,84,17,542,29,190,554,61,6
9839:698,70,901,76,262,81,1023,1344,2139,654
9840:17,4487,518,616,245,1410,654,61,542,4268
9864:654,58,17,29,1476,285,61,356,616,542
9879:17,616,654,15,302,29,364,2030,363,1549
9890:58,17,654,302,8,15,564,542,84,861
9891:654,58,616,29,518,354,76,787,289,736
9892:17,103,1382,736,1002,8,15,486,947,65
9896:1827,245,17,65,518,899,94,353,1987,947
9899:302,866,654,84,354,58,8,76,289,138
9900:17,654,616,564,518,542,1023,1196,508,15
9911:17,616,84,654,1196,245,650,508,13791,7744
9926:302,84,58,654,554,518,861,1196,542,354
9927:1511,61,32,564,650,356,1403,518,787,508
9929:302,58,616,654,518,354,84,15,8,322
9944:36269,14201,12222,56364,17257,29819,48271,4239,40543,1164
9945:311,17,12861,4671,327,736,7334,7146,891,7622
9946:27291,140,10503,17,81,1352,55540,46745,8117,14689
9961:2178,18536,80461,1890,22014,28581,112588,31095,18004,19621
9984:29024,347,53847,76,12550,1546,67531,199,80398,9043
10030:616,654,15,564,302,518,542,32,402,76
10040:168,2318,801,984,1528,1326,1400,72,76,5557
10050:17,302,354,76,616,8,1267,84,899,58
10051:409,35144,45,40465,861,654,1187,56594,2979,650
10073:17,58,616,29,302,654,32,61,1140,6
10078:
10082:245,15,58,508,654,542,1023,616,302,76
10084:91352,58,52056,301,104526,70,76833,10662,29721,1295
10086:17,29,61,322,654,162,15,2733,861,518
10088:76,22059,28632,40142,25368,40,8419,698,81719,16151
10090:890,2139,40,17,4880,5670,53895,8897,866,81
10110:616,654,61,322,518,58,8,15,285,302
10111:245,542,15,32,65,1382,931,1987,17,616
10115:1245,97,245,224,182,8,16870,1139,1140,20807
10117:17,542,302,1196,564,61,58,1086,654,8
10130:17,1790,1405,8,508,1382,84,518,22,245
10132:616,302,787,58,238,654,564,2200,542,5567
10133:3610,138,704,1884,16658,76,9289,380,542,117
10136:17,564,518,8,58,409,302,29,616,508
10140:58,17,616,15,302,654,29,8,84,61
10148:719,984,1326,8860,1528,1400,801,5480,5557,574
10155:17,518,787,616,8,508,58,289,84,736
10156:574,1460,10752,5480,1002,984,76,441,616,2259
10194:302,8,654,58,301,94,616,787,902,736
10196:15,94,616,542,58,8,302,322,787,32
10200:2403,970,1524,3506,4487,1187,48,947,899,9490
10210:226,1023,76,17,719,508,124,70,302,675
10233:18156,1208,2548,17,1592,2976,48271,87935,67165,95841
10235:3282,84,1382,1435,245,354,1023,3060,6320,225
10236:65107,33195,21524,2292,49680,115685,34043,115745,37997,121642
10237:17,58,302,654,616,29,8,736,554,518
10249:138,656,2013,273,1462,9726,100053,1804,2070,835
10254:654,17,302,616,58,322,32,736,76,650
10267:354,616,518,94,8,76,736,1187,29,1535
10275:17,1382,1539,1535,1126,542,409,288,2531,899
10276:58,1196,542,61,302,787,861,616,1511,650
10279:58,616,17,654,6,1196,1305,554,302,564
10302:58,616,15,564,76,554,101,162,486,32
10303:76972,1930,22218,17,17448,947,924,496,38577,40
10304:654,3,239,29798,302,755,354,58,193,1535
10306:17,238,32,654,616,518,402,15,62,861
10313:17,616,58,654,61,245,542,32,76,564
10317:542,616,8,363,302,518,1119,84,58,10071
10335:669,24431,51204,122178,26513,15531,17,7940,103415,2677
10339:616,61,542,518,15,787,654,58,32,94
10342:17,616,32,787,61,101,518,1196,564,554
10346:51326,7742,238,119814,97964,564,8231,58,104057,1196
10359:654,302,616,15,285,58,84,650,354,1102
10364:17,32,542,616,654,902,364,8,1196,15
10366:61,15,654,1196,58,787,4904,564,1403,861
10371:2139,65,76,546,564,500,873,81,1023,17
10377:17,302,654,616,101,508,650,58,29,15
10378:18935,168,2153,463,97626,8860
10387:48539,53812
10388:17,58,616,654,518,32,15,1196,289,302
10392:
10408:840,10541,2548,27070,14793,5111,5627,8069,27094,4755
10420:654,17,15,58,84,302,650,322,94,508
10427:9711,58494,26382,23688,8647,47065,17195,1046,34356,21124
10439:84,354,650,8,518,76,564,29,190,289
10445:17,245,61,508,616,518,947,1119,1382,564
10454:17,124,1023,94,518,70,8,787,15,84
10471:17,58,654,101,302,8,616,554,542,15
10478:542,17,58,15,616,61,302,518,32,285
10479:564,616,4996,542,8,76,70,518,70299,787
10480:58,654,302,542,861,15,17,1403,518,1511
10488:654,58,302,32,94,616,8,564,15,518
10502:41101,28760,58923,22678,11241,110086,224,35600,78335,49575
10513:654,301,554,58,17,302,8,61,101,902
10523:441,1002,508,3506,4513,3618,1744,16036,1205,13016
10543:245,2715,1190,1382,301,774,5287,32,496,891
10554:
10563:899,354,84,302,245,496,518,736,1119,654
10564:302,58,616,224,8,650,866,654,564,94
10570:616,58,542,554,650,17,861,15,289,859
10573:
10580:17,58,138,564,302,654,301,76,1462,19871
10636:654,302,84,616,518,8,29,542,76,1102
10655:17,302,301,8,654,70,518,6,84,101
10691:17,542,364,61,616,103,999,322,245,15
10693:17,654,302,84,518,564,8,301,1102,289
10698:302,654,58,1196,17,650,15,29,861,8
10707:
10710:616,94,58,564,8,650,518,76,70,322
10726:22655,69494,18532,1703,75513,55872,5767,96121,888,56108
10747:
10758:17,542,518,101,616,1126,3233,58,564,8
10770:2543,311,2215,11855,7622,1011,9435,8867,12861,4625
10779:
10794:616,302,8,6,224,356,650,1305,1196,901
10801:58,17,616,564,101,76,554,1102,698,302
10807:17,8151,1119,787,1382,1187,518,8,947,327
10820:17,32433,4032,5303,1410,38085,358,302,48286,48277
10842:
10843:58,15,654,61,616,542,17,302,94,6
10844:17,76,542,1535,2512,70,354,616,518,322
10845:9289,3672,6503,17185,17567,84,4949,7397,17,26460
10854:13566,78928,54897,45662,23368,51617,41850,16689,18200,45758
10858:61,1403,17,245,518,616,94,58,542,32
10871:58,542,302,1196,62,1804,17,45,554,8
10892:1703,11861,17,6,674,65,9318,17290,4252,9765
10905:
10908:518,508,17,616,84,1405,787,1102,542,902
10913:238,22926,616,2018,84,902,508,4755,20118,12869
10920:61,518,58,564,654,103,616,1196,8,1511
10955:48,1187,2162,875,17,245,518,891,1119,2935
10956:302,654,84,616,29,518,1102,58,354,902
10968:616,302,17,654,84,518,1102,564,861,138
10991:81,76,616,2139,70,542,1987,17,302,1126
10999:17,58,15,542,616,654,564,61,364,518
11000:780,5767,3423,8588,5860,6108,262,731,22689,70
11022:542,302,616,15,61,32,245,787,103,8
11034:654,58,17,1196,564,861,15,70,8,322
11037:9435,17486,311,11855,1011,4625,8867,862,203,19152
11047:17,1359,8,302,616,1127,486,15,542,861
11055:
11099:58,616,542,1196,17,654,61,302,1239,101
11105:518,8,302,654,787,245,354,1405,301,542
11110:2139,76,654,358,564,302,364,32,1730,58
11118:15116,19749,1077,19050,13660,377,95747,3137,27788,32331
11132:17,245,710,124,564,84,508,131,1382,8
11134:226,70,17,5767,780,616,302,8,542,564
11135:518,17,8,654,787,15,58,508,616,76
11149:302,654,101,8,15,902,616,322,58,518
11150:5975,5319,11590,13341,17316,8772,7926,6311,1337,4040
11193:76,429,17,190,698,542,58,931,508,311
11211:45287,10322,47174,10692,11820,17555,48431,7879,11653,44065
11222:34240,19544,41216,5575,616,899,7006,61,76,361
11228:441,1002,1256,508,1744,4513,76,5122,827,2715
11240:
11259:
11264:58,616,17,29,84,650,654,1102,542,62
11273:58,616,84,1102,15,94,61,101,564,32
11278:58,302,616,654,76,518,17,62,356,736
11279:2405,58982,19000,13926,12316,11153,4456,79566,1829,1551
11280:
11287:58,616,654,8,508,32,564,787,302,301
11332:168,31188,546,801,17665,100792,33019,98337,3484,1097
11360:
11363:17,866,58,76,542,70,654,302,354,84
11378:698,70,76,564,500,17,542,650,262,616
11388:654,302,616,43418,901,236,238,51943,4267,190
11394:564,1606,119,1030,17,245,542,616,1405,65
11404:616,58,17,654,542,302,787,32,285,84
11414:17,302,131,542,61,654,29,301,4697,650
11418:984,76,8860,574,8733,2103,7180,564,3211,135
11419:58,8,616,302,62,61,518,654,32,84
11426:17,236,654,5080,302,29,238,4203,776,1535
11427:4575,25910,76,12332,3054,3477,3126,367,226,70
11428:302,17,654,8,84,58,542,6,787,1102
11431:
11437:8,94,76,70,2139,17,61,698,616,262
11439:5117,2200,245,1987,17,4292,1382,542,1410,353
11444:17,616,654,542,15,58,76,101,518,1535
11458:17800,24893,658,9716,518,3223,483,616,861,508
11462:931,564,103,245,1987,2955,1410,65,710,15
11463:542,32,15,58,61,787,508,101,94,76
11484:17,542,15,616,61,302,289,58,654,861
11507:616,654,58,17,363,302,32,650,61,262
11510:58,616,654,17,15,542,1196,564,3101,486
11511:2520,76547,29999,33229,52469,542,245,4238,12158,98937
11525:17,302,616,58,542,654,518,650,6,15
11529:302,17,654,29,58,84,285,322,616,726
11535:8,616,564,302,654,354,58,542,518,32
11537:3378,3704,88939,378,77977,22713,45191,10178,866,75721
11538:616,58,17,32,861,61,564,15,542,650
11540:4600,48654,5145,15457,3704,508,19065,44680,13894,10316
11552:302,654,58,29,354,76,518,1476,301,84
11554:1352,3107,17,10041,2548,1527,542,654,245,1991
11558:1825,1382,1471,1405,1126,2302,245,103,230,131
11569:1196,616,61,15,238,542,32,4904,554,1511
11584:17,302,62,8,542,1535,654,1196,32,787
11586:17,787,542,8,61,302,15,1511,508,564
11603:17,616,861,302,58,650,654,101,8,29
11606:15,787,58,289,542,564,518,654,554,650
11614:4719,5598,2447,398,37507,9388,236,302,70,6289
11616:17,542,861,302,58,518,364,285,616,32
11651:17,302,650,58,224,654,76,616,1140,289
11657:17,84,8,654,483,616,61,58,101,518
11660:17,84,58,8,616,650,564,138,866,289
11670:17,84,654,518,58,302,138,70,8,61
11676:780,140,16404,8511,262,7211,5767,3137,229,2241
11685:616,17,654,58,518,508,302,15,564,861
11699:
11700:654,58,302,354,76,616,301,554,508,363
11716:654,736,302,84,616,1102,58,301,101,162
11719:17,1023,508,94,616,15,302,61,564,194
11723:654,17,302,58,1405,787,84,542,518,1344
11738:17,8,616,302,654,58,508,1102,65,650
11749:81,226,780,654,76,3423,70,1382,2241,508
11775:17,508,518,301,8,787,94,902,84,654
11781:58,616,17,61,1196,787,32,654,3101,1245
11788:17,76,564,361,1424,81,2139,84,6303,554
11795:710,500,15,17,616,2139,1410,826,245,4292
11799:
11818:17,654,616,787,84,101,656,302,32,518
11825:70,17,76,81,238,138,1535,564,546,826
11835:58,76,616,564,17,29,542,861,364,61
11836:1326,135,168,2155,352,378,175,31171,9417,54531
11838:899,931,873,1164,17,947,48,1382,1460,226
11839:10345,52411,394,10046,223,77465,1262,12988,3429,51014
11843:710,1065,1002,16036,1744,1410,827,441,508,13
11844:58,23356,36220,51436,486,33681,7203,1456,17,59355
11847:441,4513,1145,3618,827,1205,17,1002,1410,1256
11851:
11856:226,780,1888,3819,2967,500,7211,3756,508,6108
11863:
11864:
11865:17,302,542,15,787,58,70,616,61,101
11883:35382,8364,14797,11825,225,13183
11884:2275,1884,2139,262,5480,81,238,358,508,8860
11885:1002,1744,1205,4513,710,1410,3506,4444,564,508
11892:17,508,8,6,616,358,58,364,564,76
11893:302,17,58,76,654,84,70,8,616,1762
11896:17,302,542,616,8,654,15,787,58,285
11910:899,48,518,947,6450,245,6,486,84,354
11913:302,58,70,29,654,62,17,650,76,1102
11922:654,302,616,17,29,84,76,8,650,285
11928:616,62,654,17,58,650,302,15,224,1578
11929:654,285,8,84,1535,61,542,650,861,226
11939:8,17,616,70,1023,1535,1276,564,81,5567
11956:616,654,76,564,542,29,650,518,285,861
11962:81,40,238,302,58,2139,17,354,1549,731
11968:17,1126,1023,3233,616,262,518,2302,61,508
11972:17,302,650,873,65,58,29,162,84,226
11979:866,654,76,302,546,616,17,542,500,698
11983:17,58,616,518,84,8,542,654,650,1102
11988:542,58,61,654,302,616,518,289,402,15
11990:110421,3717,18765,105021,12505,20452,79005,47717,122719,3484
11996:
11999:5122,441,827,3506,1205,1744,710,2715,1410,4444
